REF_DATE,GEO,"Highest certificate, diploma or degree (16)",Labour force status (8),VALUE
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,4250.0
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,4100.0
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,150.0
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,955.0
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,81.7
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,78.8
2021,Saskatchewan,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,3.5
2021,Saskatchewan,Master's degree,Total - Labour force status,31315.0
2021,Saskatchewan,Master's degree,In the labour force,25380.0
2021,Saskatchewan,Master's degree,Employed,24050.0
2021,Saskatchewan,Master's degree,Unemployed,1330.0
2021,Saskatchewan,Master's degree,Not in the labour force,5935.0
2021,Saskatchewan,Master's degree,Participation rate,81.0
2021,Saskatchewan,Master's degree,Employment rate,76.8
2021,Saskatchewan,Master's degree,Unemployment rate,5.2
2021,Saskatchewan,Earned doctorate,Total - Labour force status,5790.0
2021,Saskatchewan,Earned doctorate,In the labour force,4590.0
2021,Saskatchewan,Earned doctorate,Employed,4395.0
2021,Saskatchewan,Earned doctorate,Unemployed,190.0
2021,Saskatchewan,Earned doctorate,Not in the labour force,1200.0
2021,Saskatchewan,Earned doctorate,Participation rate,79.3
2021,Saskatchewan,Earned doctorate,Employment rate,75.9
2021,Saskatchewan,Earned doctorate,Unemployment rate,4.1
2021,Alberta,"Total - Highest certificate, diploma or degree",Total - Labour force status,3375130.0
2021,Alberta,"Total - Highest certificate, diploma or degree",In the labour force,2295380.0
2021,Alberta,"Total - Highest certificate, diploma or degree",Employed,2030730.0
2021,Alberta,"Total - Highest certificate, diploma or degree",Unemployed,264650.0
2021,Alberta,"Total - Highest certificate, diploma or degree",Not in the labour force,1079750.0
2021,Alberta,"Total - Highest certificate, diploma or degree",Participation rate,68.0
2021,Alberta,"Total - Highest certificate, diploma or degree",Employment rate,60.2
2021,Alberta,"Total - Highest certificate, diploma or degree",Unemployment rate,11.5
2021,Alberta,"No certificate, diploma or degree",Total - Labour force status,522835.0
2021,Alberta,"No certificate, diploma or degree",In the labour force,214785.0
2021,Alberta,"No certificate, diploma or degree",Employed,170820.0
2021,Alberta,"No certificate, diploma or degree",Unemployed,43965.0
2021,Alberta,"No certificate, diploma or degree",Not in the labour force,308045.0
2021,Alberta,"No certificate, diploma or degree",Participation rate,41.1
2021,Alberta,"No certificate, diploma or degree",Employment rate,32.7
2021,Alberta,"No certificate, diploma or degree",Unemployment rate,20.5
2021,Alberta,High (secondary) school diploma or equivalency certificate,Total - Labour force status,972110.0
2021,Alberta,High (secondary) school diploma or equivalency certificate,In the labour force,648015.0
2021,Alberta,High (secondary) school diploma or equivalency certificate,Employed,552385.0
2021,Alberta,High (secondary) school diploma or equivalency certificate,Unemployed,95630.0
2021,Alberta,High (secondary) school diploma or equivalency certificate,Not in the labour force,324095.0
2021,Alberta,High (secondary) school diploma or equivalency certificate,Participation rate,66.7
2021,Alberta,High (secondary) school diploma or equivalency certificate,Employment rate,56.8
2021,Alberta,High (secondary) school diploma or equivalency certificate,Unemployment rate,14.8
2021,Alberta,"Postsecondary certificate, diploma or degree",Total - Labour force status,1880185.0
2021,Alberta,"Postsecondary certificate, diploma or degree",In the labour force,1432575.0
2021,Alberta,"Postsecondary certificate, diploma or degree",Employed,1307520.0
2021,Alberta,"Postsecondary certificate, diploma or degree",Unemployed,125050.0
2021,Alberta,"Postsecondary certificate, diploma or degree",Not in the labour force,447610.0
2021,Alberta,"Postsecondary certificate, diploma or degree",Participation rate,76.2
2021,Alberta,"Postsecondary certificate, diploma or degree",Employment rate,69.5
2021,Alberta,"Postsecondary certificate, diploma or degree",Unemployment rate,8.7
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,1014810.0
2021,Alberta,Postsecondary certificate or diploma below bachelor level,In the labour force,744810.0
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Employed,671655.0
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Unemployed,73155.0
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Not in the labour force,270000.0
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Participation rate,73.4
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Employment rate,66.2
2021,Alberta,Postsecondary certificate or diploma below bachelor level,Unemployment rate,9.8
2021,Alberta,Apprenticeship or trades certificate or diploma,Total - Labour force status,295285.0
2021,Alberta,Apprenticeship or trades certificate or diploma,In the labour force,214715.0
2021,Alberta,Apprenticeship or trades certificate or diploma,Employed,192200.0
2021,Alberta,Apprenticeship or trades certificate or diploma,Unemployed,22515.0
2021,Alberta,Apprenticeship or trades certificate or diploma,Not in the labour force,80570.0
2021,Alberta,Apprenticeship or trades certificate or diploma,Participation rate,72.7
2021,Alberta,Apprenticeship or trades certificate or diploma,Employment rate,65.1
2021,Alberta,Apprenticeship or trades certificate or diploma,Unemployment rate,10.5
2021,Alberta,Non-apprenticeship trades certificate or diploma,Total - Labour force status,87195.0
2021,Alberta,Non-apprenticeship trades certificate or diploma,In the labour force,59215.0
2021,Alberta,Non-apprenticeship trades certificate or diploma,Employed,52045.0
2021,Alberta,Non-apprenticeship trades certificate or diploma,Unemployed,7170.0
2021,Alberta,Non-apprenticeship trades certificate or diploma,Not in the labour force,27980.0
2021,Alberta,Non-apprenticeship trades certificate or diploma,Participation rate,67.9
2021,Alberta,Non-apprenticeship trades certificate or diploma,Employment rate,59.7
2021,Alberta,Non-apprenticeship trades certificate or diploma,Unemployment rate,12.1
2021,Alberta,Apprenticeship certificate,Total - Labour force status,208090.0
2021,Alberta,Apprenticeship certificate,In the labour force,155495.0
2021,Alberta,Apprenticeship certificate,Employed,140150.0
2021,Alberta,Apprenticeship certificate,Unemployed,15345.0
2021,Alberta,Apprenticeship certificate,Not in the labour force,52595.0
2021,Alberta,Apprenticeship certificate,Participation rate,74.7
2021,Alberta,Apprenticeship certificate,Employment rate,67.4
2021,Alberta,Apprenticeship certificate,Unemployment rate,9.9
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,612690.0
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",In the labour force,451225.0
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Employed,408170.0
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Unemployed,43055.0
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,161465.0
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Participation rate,73.6
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Employment rate,66.6
2021,Alberta,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,9.5
2021,Alberta,University certificate or diploma below bachelor level,Total - Labour force status,106840.0
2021,Alberta,University certificate or diploma below bachelor level,In the labour force,78875.0
2021,Alberta,University certificate or diploma below bachelor level,Employed,71290.0
2021,Alberta,University certificate or diploma below bachelor level,Unemployed,7580.0
2021,Alberta,University certificate or diploma below bachelor level,Not in the labour force,27965.0
2021,Alberta,University certificate or diploma below bachelor level,Participation rate,73.8
2021,Alberta,University certificate or diploma below bachelor level,Employment rate,66.7
2021,Alberta,University certificate or diploma below bachelor level,Unemployment rate,9.6
2021,Alberta,Bachelor’s degree or higher,Total - Labour force status,865370.0
2021,Alberta,Bachelor’s degree or higher,In the labour force,687760.0
2021,Alberta,Bachelor’s degree or higher,Employed,635860.0
2021,Alberta,Bachelor’s degree or higher,Unemployed,51900.0
2021,Alberta,Bachelor’s degree or higher,Not in the labour force,177610.0
2021,Alberta,Bachelor’s degree or higher,Participation rate,79.5
2021,Alberta,Bachelor’s degree or higher,Employment rate,73.5
2021,Alberta,Bachelor’s degree or higher,Unemployment rate,7.5
2021,Alberta,Bachelor's degree,Total - Labour force status,605025.0
2021,Alberta,Bachelor's degree,In the labour force,481910.0
2021,Alberta,Bachelor's degree,Employed,444515.0
2021,Alberta,Bachelor's degree,Unemployed,37395.0
2021,Alberta,Bachelor's degree,Not in the labour force,123115.0
2021,Alberta,Bachelor's degree,Participation rate,79.7
2021,Alberta,Bachelor's degree,Employment rate,73.5
2021,Alberta,Bachelor's degree,Unemployment rate,7.8
2021,Alberta,University certificate or diploma above bachelor level,Total - Labour force status,44915.0
2021,Alberta,University certificate or diploma above bachelor level,In the labour force,33865.0
2021,Alberta,University certificate or diploma above bachelor level,Employed,30915.0
2021,Alberta,University certificate or diploma above bachelor level,Unemployed,2950.0
2021,Alberta,University certificate or diploma above bachelor level,Not in the labour force,11050.0
2021,Alberta,University certificate or diploma above bachelor level,Participation rate,75.4
2021,Alberta,University certificate or diploma above bachelor level,Employment rate,68.8
2021,Alberta,University certificate or diploma above bachelor level,Unemployment rate,8.7
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,23880.0
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,19525.0
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,18650.0
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,870.0
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,4355.0
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,81.8
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,78.1
2021,Alberta,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,4.5
2021,Alberta,Master's degree,Total - Labour force status,164245.0
2021,Alberta,Master's degree,In the labour force,131035.0
2021,Alberta,Master's degree,Employed,121490.0
2021,Alberta,Master's degree,Unemployed,9540.0
2021,Alberta,Master's degree,Not in the labour force,33205.0
2021,Alberta,Master's degree,Participation rate,79.8
2021,Alberta,Master's degree,Employment rate,74.0
2021,Alberta,Master's degree,Unemployment rate,7.3
2021,Alberta,Earned doctorate,Total - Labour force status,27315.0
2021,Alberta,Earned doctorate,In the labour force,21430.0
2021,Alberta,Earned doctorate,Employed,20290.0
2021,Alberta,Earned doctorate,Unemployed,1140.0
2021,Alberta,Earned doctorate,Not in the labour force,5885.0
2021,Alberta,Earned doctorate,Participation rate,78.5
2021,Alberta,Earned doctorate,Employment rate,74.3
2021,Alberta,Earned doctorate,Unemployment rate,5.3
2021,British Columbia,"Total - Highest certificate, diploma or degree",Total - Labour force status,4200425.0
2021,British Columbia,"Total - Highest certificate, diploma or degree",In the labour force,2657275.0
2021,British Columbia,"Total - Highest certificate, diploma or degree",Employed,2433600.0
2021,British Columbia,"Total - Highest certificate, diploma or degree",Unemployed,223675.0
2021,British Columbia,"Total - Highest certificate, diploma or degree",Not in the labour force,1543150.0
2021,British Columbia,"Total - Highest certificate, diploma or degree",Participation rate,63.3
2021,British Columbia,"Total - Highest certificate, diploma or degree",Employment rate,57.9
2021,British Columbia,"Total - Highest certificate, diploma or degree",Unemployment rate,8.4
2021,British Columbia,"No certificate, diploma or degree",Total - Labour force status,565670.0
2021,British Columbia,"No certificate, diploma or degree",In the labour force,206205.0
2021,British Columbia,"No certificate, diploma or degree",Employed,175865.0
2021,British Columbia,"No certificate, diploma or degree",Unemployed,30340.0
2021,British Columbia,"No certificate, diploma or degree",Not in the labour force,359465.0
2021,British Columbia,"No certificate, diploma or degree",Participation rate,36.5
2021,British Columbia,"No certificate, diploma or degree",Employment rate,31.1
2021,British Columbia,"No certificate, diploma or degree",Unemployment rate,14.7
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Total - Labour force status,1238000.0
2021,British Columbia,High (secondary) school diploma or equivalency certificate,In the labour force,741870.0
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Employed,660340.0
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Unemployed,81530.0
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Not in the labour force,496130.0
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Participation rate,59.9
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Employment rate,53.3
2021,British Columbia,High (secondary) school diploma or equivalency certificate,Unemployment rate,11.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",Total - Labour force status,2396755.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",In the labour force,1709200.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",Employed,1597400.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",Unemployed,111800.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",Not in the labour force,687555.0
2021,British Columbia,"Postsecondary certificate, diploma or degree",Participation rate,71.3
2021,British Columbia,"Postsecondary certificate, diploma or degree",Employment rate,66.6
2021,British Columbia,"Postsecondary certificate, diploma or degree",Unemployment rate,6.5
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,1197050.0
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,In the labour force,804340.0
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Employed,744585.0
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Unemployed,59750.0
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Not in the labour force,392705.0
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Participation rate,67.2
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Employment rate,62.2
2021,British Columbia,Postsecondary certificate or diploma below bachelor level,Unemployment rate,7.4
2021,British Columbia,Apprenticeship or trades certificate or diploma,Total - Labour force status,323630.0
2021,British Columbia,Apprenticeship or trades certificate or diploma,In the labour force,212275.0
2021,British Columbia,Apprenticeship or trades certificate or diploma,Employed,196370.0
2021,British Columbia,Apprenticeship or trades certificate or diploma,Unemployed,15905.0
2021,British Columbia,Apprenticeship or trades certificate or diploma,Not in the labour force,111360.0
2021,British Columbia,Apprenticeship or trades certificate or diploma,Participation rate,65.6
2021,British Columbia,Apprenticeship or trades certificate or diploma,Employment rate,60.7
2021,British Columbia,Apprenticeship or trades certificate or diploma,Unemployment rate,7.5
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Total - Labour force status,133020.0
2021,British Columbia,Non-apprenticeship trades certificate or diploma,In the labour force,84760.0
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Employed,77390.0
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Unemployed,7365.0
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Not in the labour force,48260.0
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Participation rate,63.7
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Employment rate,58.2
2021,British Columbia,Non-apprenticeship trades certificate or diploma,Unemployment rate,8.7
2021,British Columbia,Apprenticeship certificate,Total - Labour force status,190615.0
2021,British Columbia,Apprenticeship certificate,In the labour force,127515.0
2021,British Columbia,Apprenticeship certificate,Employed,118980.0
2021,British Columbia,Apprenticeship certificate,Unemployed,8535.0
2021,British Columbia,Apprenticeship certificate,Not in the labour force,63095.0
2021,British Columbia,Apprenticeship certificate,Participation rate,66.9
2021,British Columbia,Apprenticeship certificate,Employment rate,62.4
2021,British Columbia,Apprenticeship certificate,Unemployment rate,6.7
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,711810.0
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",In the labour force,479400.0
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Employed,444555.0
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Unemployed,34845.0
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,232410.0
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Participation rate,67.3
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Employment rate,62.5
2021,British Columbia,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,7.3
2021,British Columbia,University certificate or diploma below bachelor level,Total - Labour force status,161600.0
2021,British Columbia,University certificate or diploma below bachelor level,In the labour force,112660.0
2021,British Columbia,University certificate or diploma below bachelor level,Employed,103660.0
2021,British Columbia,University certificate or diploma below bachelor level,Unemployed,9000.0
2021,British Columbia,University certificate or diploma below bachelor level,Not in the labour force,48945.0
2021,British Columbia,University certificate or diploma below bachelor level,Participation rate,69.7
2021,British Columbia,University certificate or diploma below bachelor level,Employment rate,64.1
2021,British Columbia,University certificate or diploma below bachelor level,Unemployment rate,8.0
2021,British Columbia,Bachelor’s degree or higher,Total - Labour force status,1199710.0
2021,British Columbia,Bachelor’s degree or higher,In the labour force,904860.0
2021,British Columbia,Bachelor’s degree or higher,Employed,852810.0
2021,British Columbia,Bachelor’s degree or higher,Unemployed,52050.0
2021,British Columbia,Bachelor’s degree or higher,Not in the labour force,294850.0
2021,British Columbia,Bachelor’s degree or higher,Participation rate,75.4
2021,British Columbia,Bachelor’s degree or higher,Employment rate,71.1
2021,British Columbia,Bachelor’s degree or higher,Unemployment rate,5.8
2021,British Columbia,Bachelor's degree,Total - Labour force status,775145.0
2021,British Columbia,Bachelor's degree,In the labour force,587585.0
2021,British Columbia,Bachelor's degree,Employed,550940.0
2021,British Columbia,Bachelor's degree,Unemployed,36650.0
2021,British Columbia,Bachelor's degree,Not in the labour force,187560.0
2021,British Columbia,Bachelor's degree,Participation rate,75.8
2021,British Columbia,Bachelor's degree,Employment rate,71.1
2021,British Columbia,Bachelor's degree,Unemployment rate,6.2
2021,British Columbia,University certificate or diploma above bachelor level,Total - Labour force status,83995.0
2021,British Columbia,University certificate or diploma above bachelor level,In the labour force,60845.0
2021,British Columbia,University certificate or diploma above bachelor level,Employed,57605.0
2021,British Columbia,University certificate or diploma above bachelor level,Unemployed,3245.0
2021,British Columbia,University certificate or diploma above bachelor level,Not in the labour force,23150.0
2021,British Columbia,University certificate or diploma above bachelor level,Participation rate,72.4
2021,British Columbia,University certificate or diploma above bachelor level,Employment rate,68.6
2021,British Columbia,University certificate or diploma above bachelor level,Unemployment rate,5.3
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,32985.0
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,24115.0
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,23335.0
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,780.0
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,8870.0
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,73.1
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,70.7
2021,British Columbia,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,3.2
2021,British Columbia,Master's degree,Total - Labour force status,264145.0
2021,British Columbia,Master's degree,In the labour force,200850.0
2021,British Columbia,Master's degree,Employed,190810.0
2021,British Columbia,Master's degree,Unemployed,10040.0
2021,British Columbia,Master's degree,Not in the labour force,63295.0
2021,British Columbia,Master's degree,Participation rate,76.0
2021,British Columbia,Master's degree,Employment rate,72.2
2021,British Columbia,Master's degree,Unemployment rate,5.0
2021,British Columbia,Earned doctorate,Total - Labour force status,43440.0
2021,British Columbia,Earned doctorate,In the labour force,31465.0
2021,British Columbia,Earned doctorate,Employed,30125.0
2021,British Columbia,Earned doctorate,Unemployed,1340.0
2021,British Columbia,Earned doctorate,Not in the labour force,11975.0
2021,British Columbia,Earned doctorate,Participation rate,72.4
2021,British Columbia,Earned doctorate,Employment rate,69.3
2021,British Columbia,Earned doctorate,Unemployment rate,4.3
2021,Yukon,"Total - Highest certificate, diploma or degree",Total - Labour force status,32780.0
2021,Yukon,"Total - Highest certificate, diploma or degree",In the labour force,23520.0
2021,Yukon,"Total - Highest certificate, diploma or degree",Employed,21905.0
2021,Yukon,"Total - Highest certificate, diploma or degree",Unemployed,1610.0
2021,Yukon,"Total - Highest certificate, diploma or degree",Not in the labour force,9260.0
2021,Yukon,"Total - Highest certificate, diploma or degree",Participation rate,71.8
2021,Yukon,"Total - Highest certificate, diploma or degree",Employment rate,66.8
2021,Yukon,"Total - Highest certificate, diploma or degree",Unemployment rate,6.8
2021,Yukon,"No certificate, diploma or degree",Total - Labour force status,4860.0
2021,Yukon,"No certificate, diploma or degree",In the labour force,2225.0
2021,Yukon,"No certificate, diploma or degree",Employed,1880.0
2021,Yukon,"No certificate, diploma or degree",Unemployed,350.0
2021,Yukon,"No certificate, diploma or degree",Not in the labour force,2635.0
2021,Yukon,"No certificate, diploma or degree",Participation rate,45.8
2021,Yukon,"No certificate, diploma or degree",Employment rate,38.7
2021,Yukon,"No certificate, diploma or degree",Unemployment rate,15.7
2021,Yukon,High (secondary) school diploma or equivalency certificate,Total - Labour force status,8365.0
2021,Yukon,High (secondary) school diploma or equivalency certificate,In the labour force,5790.0
2021,Yukon,High (secondary) school diploma or equivalency certificate,Employed,5275.0
2021,Yukon,High (secondary) school diploma or equivalency certificate,Unemployed,515.0
2021,Yukon,High (secondary) school diploma or equivalency certificate,Not in the labour force,2575.0
2021,Yukon,High (secondary) school diploma or equivalency certificate,Participation rate,69.2
2021,Yukon,High (secondary) school diploma or equivalency certificate,Employment rate,63.1
2021,Yukon,High (secondary) school diploma or equivalency certificate,Unemployment rate,8.9
2021,Yukon,"Postsecondary certificate, diploma or degree",Total - Labour force status,19555.0
2021,Yukon,"Postsecondary certificate, diploma or degree",In the labour force,15500.0
2021,Yukon,"Postsecondary certificate, diploma or degree",Employed,14750.0
2021,Yukon,"Postsecondary certificate, diploma or degree",Unemployed,745.0
2021,Yukon,"Postsecondary certificate, diploma or degree",Not in the labour force,4050.0
2021,Yukon,"Postsecondary certificate, diploma or degree",Participation rate,79.3
2021,Yukon,"Postsecondary certificate, diploma or degree",Employment rate,75.4
2021,Yukon,"Postsecondary certificate, diploma or degree",Unemployment rate,4.8
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Total - Labour force status,10585.0
2021,Yukon,Postsecondary certificate or diploma below bachelor level,In the labour force,8125.0
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Employed,7605.0
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Unemployed,525.0
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Not in the labour force,2460.0
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Participation rate,76.8
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Employment rate,71.8
2021,Yukon,Postsecondary certificate or diploma below bachelor level,Unemployment rate,6.5
2021,Yukon,Apprenticeship or trades certificate or diploma,Total - Labour force status,3145.0
2021,Yukon,Apprenticeship or trades certificate or diploma,In the labour force,2250.0
2021,Yukon,Apprenticeship or trades certificate or diploma,Employed,2030.0
2021,Yukon,Apprenticeship or trades certificate or diploma,Unemployed,215.0
2021,Yukon,Apprenticeship or trades certificate or diploma,Not in the labour force,895.0
2021,Yukon,Apprenticeship or trades certificate or diploma,Participation rate,71.5
2021,Yukon,Apprenticeship or trades certificate or diploma,Employment rate,64.5
2021,Yukon,Apprenticeship or trades certificate or diploma,Unemployment rate,9.6
2021,Yukon,Non-apprenticeship trades certificate or diploma,Total - Labour force status,1090.0
2021,Yukon,Non-apprenticeship trades certificate or diploma,In the labour force,735.0
2021,Yukon,Non-apprenticeship trades certificate or diploma,Employed,620.0
2021,Yukon,Non-apprenticeship trades certificate or diploma,Unemployed,110.0
2021,Yukon,Non-apprenticeship trades certificate or diploma,Not in the labour force,355.0
2021,Yukon,Non-apprenticeship trades certificate or diploma,Participation rate,67.4
2021,Yukon,Non-apprenticeship trades certificate or diploma,Employment rate,56.9
2021,Yukon,Non-apprenticeship trades certificate or diploma,Unemployment rate,15.0
2021,Yukon,Apprenticeship certificate,Total - Labour force status,2050.0
2021,Yukon,Apprenticeship certificate,In the labour force,1515.0
2021,Yukon,Apprenticeship certificate,Employed,1405.0
2021,Yukon,Apprenticeship certificate,Unemployed,110.0
2021,Yukon,Apprenticeship certificate,Not in the labour force,535.0
2021,Yukon,Apprenticeship certificate,Participation rate,73.9
2021,Yukon,Apprenticeship certificate,Employment rate,68.5
2021,Yukon,Apprenticeship certificate,Unemployment rate,7.3
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Total - Labour force status,6270.0
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",In the labour force,4880.0
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Employed,4610.0
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Unemployed,275.0
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Not in the labour force,1390.0
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Participation rate,77.8
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Employment rate,73.5
2021,Yukon,"College, CEGEP or other non-university certificate or diploma",Unemployment rate,5.6
2021,Yukon,University certificate or diploma below bachelor level,Total - Labour force status,1170.0
2021,Yukon,University certificate or diploma below bachelor level,In the labour force,995.0
2021,Yukon,University certificate or diploma below bachelor level,Employed,960.0
2021,Yukon,University certificate or diploma below bachelor level,Unemployed,35.0
2021,Yukon,University certificate or diploma below bachelor level,Not in the labour force,175.0
2021,Yukon,University certificate or diploma below bachelor level,Participation rate,85.0
2021,Yukon,University certificate or diploma below bachelor level,Employment rate,82.1
2021,Yukon,University certificate or diploma below bachelor level,Unemployment rate,3.5
2021,Yukon,Bachelor’s degree or higher,Total - Labour force status,8965.0
2021,Yukon,Bachelor’s degree or higher,In the labour force,7370.0
2021,Yukon,Bachelor’s degree or higher,Employed,7155.0
2021,Yukon,Bachelor’s degree or higher,Unemployed,225.0
2021,Yukon,Bachelor’s degree or higher,Not in the labour force,1590.0
2021,Yukon,Bachelor’s degree or higher,Participation rate,82.2
2021,Yukon,Bachelor’s degree or higher,Employment rate,79.8
2021,Yukon,Bachelor’s degree or higher,Unemployment rate,3.1
2021,Yukon,Bachelor's degree,Total - Labour force status,5630.0
2021,Yukon,Bachelor's degree,In the labour force,4635.0
2021,Yukon,Bachelor's degree,Employed,4505.0
2021,Yukon,Bachelor's degree,Unemployed,130.0
2021,Yukon,Bachelor's degree,Not in the labour force,990.0
2021,Yukon,Bachelor's degree,Participation rate,82.3
2021,Yukon,Bachelor's degree,Employment rate,80.0
2021,Yukon,Bachelor's degree,Unemployment rate,2.8
2021,Yukon,University certificate or diploma above bachelor level,Total - Labour force status,520.0
2021,Yukon,University certificate or diploma above bachelor level,In the labour force,430.0
2021,Yukon,University certificate or diploma above bachelor level,Employed,420.0
2021,Yukon,University certificate or diploma above bachelor level,Unemployed,10.0
2021,Yukon,University certificate or diploma above bachelor level,Not in the labour force,90.0
2021,Yukon,University certificate or diploma above bachelor level,Participation rate,82.7
2021,Yukon,University certificate or diploma above bachelor level,Employment rate,80.8
2021,Yukon,University certificate or diploma above bachelor level,Unemployment rate,2.3
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Total - Labour force status,160.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",In the labour force,130.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Employed,120.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployed,10.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Not in the labour force,30.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Participation rate,81.3
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Employment rate,75.0
2021,Yukon,"Degree in medicine, dentistry, veterinary medicine or optometry",Unemployment rate,7.7
2021,Yukon,Master's degree,Total - Labour force status,2415.0
2021,Yukon,Master's degree,In the labour force,1990.0
2021,Yukon,Master's degree,Employed,1920.0
