REF_DATE,GEO,Educational qualification,Field of study,Characteristics after graduation,VALUE
2011,Saskatchewan,Master's degree,"Total, field of study",Graduates reporting employment income,87400.0
2011,Saskatchewan,Master's degree,"Total, field of study",Graduates reporting employment income,94800.0
2011,Saskatchewan,Master's degree,"Total, field of study",Graduates reporting employment income,99200.0
2011,Saskatchewan,Master's degree,Education [1],Graduates reporting employment income,102800.0
2011,Saskatchewan,Master's degree,Education [1],Graduates reporting employment income,104500.0
2011,Saskatchewan,Master's degree,Education [1],Graduates reporting employment income,100200.0
2011,Saskatchewan,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,78200.0
2011,Saskatchewan,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,85200.0
2011,Saskatchewan,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,104300.0
2011,Saskatchewan,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,89700.0
2011,Saskatchewan,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,99600.0
2011,Saskatchewan,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,112200.0
2011,Saskatchewan,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,83200.0
2011,Saskatchewan,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,89400.0
2011,Saskatchewan,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,96000.0
2011,Saskatchewan,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,63400.0
2011,Saskatchewan,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,60800.0
2011,Saskatchewan,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,72000.0
2011,Saskatchewan,Master's degree,Health and related fields [10],Graduates reporting employment income,80200.0
2011,Saskatchewan,Master's degree,Health and related fields [10],Graduates reporting employment income,89600.0
2011,Saskatchewan,Master's degree,Health and related fields [10],Graduates reporting employment income,88200.0
2011,Saskatchewan,Doctoral degree,"Total, field of study",Graduates reporting employment income,76200.0
2011,Saskatchewan,Doctoral degree,"Total, field of study",Graduates reporting employment income,83900.0
2011,Saskatchewan,Doctoral degree,"Total, field of study",Graduates reporting employment income,104400.0
2011,Alberta,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,54600.0
2011,Alberta,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,56700.0
2011,Alberta,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,59800.0
2011,Alberta,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,38300.0
2011,Alberta,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,44000.0
2011,Alberta,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,41300.0
2011,Alberta,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,43000.0
2011,Alberta,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,43300.0
2011,Alberta,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,41600.0
2011,Alberta,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,48600.0
2011,Alberta,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,51800.0
2011,Alberta,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,52300.0
2011,Alberta,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Graduates reporting employment income,63400.0
2011,Alberta,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Graduates reporting employment income,58600.0
2011,Alberta,"Career, technical or professional training diploma",Physical and life sciences and technologies [6],Graduates reporting employment income,78200.0
2011,Alberta,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,54700.0
2011,Alberta,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,53900.0
2011,Alberta,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,58000.0
2011,Alberta,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,75500.0
2011,Alberta,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,77700.0
2011,Alberta,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,87100.0
2011,Alberta,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,53000.0
2011,Alberta,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,53700.0
2011,Alberta,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,50900.0
2011,Alberta,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,57400.0
2011,Alberta,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,56900.0
2011,Alberta,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,58700.0
2011,Alberta,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,44900.0
2011,Alberta,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,52500.0
2011,Alberta,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,61300.0
2011,Alberta,"Career, technical or professional training diploma",Other instructional programs [12],Graduates reporting employment income,51000.0
2011,Alberta,"Career, technical or professional training diploma",Other instructional programs [12],Graduates reporting employment income,56500.0
2011,Alberta,"Career, technical or professional training diploma",Other instructional programs [12],Graduates reporting employment income,69000.0
2011,Alberta,Undergraduate degree,"Total, field of study",Graduates reporting employment income,67600.0
2011,Alberta,Undergraduate degree,"Total, field of study",Graduates reporting employment income,74100.0
2011,Alberta,Undergraduate degree,"Total, field of study",Graduates reporting employment income,80500.0
2011,Alberta,Undergraduate degree,Education [1],Graduates reporting employment income,63800.0
2011,Alberta,Undergraduate degree,Education [1],Graduates reporting employment income,71700.0
2011,Alberta,Undergraduate degree,Education [1],Graduates reporting employment income,77800.0
2011,Alberta,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,41100.0
2011,Alberta,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,42400.0
2011,Alberta,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,48200.0
2011,Alberta,Undergraduate degree,Humanities [3],Graduates reporting employment income,48300.0
2011,Alberta,Undergraduate degree,Humanities [3],Graduates reporting employment income,52000.0
2011,Alberta,Undergraduate degree,Humanities [3],Graduates reporting employment income,54900.0
2011,Alberta,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,51900.0
2011,Alberta,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,58600.0
2011,Alberta,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,62800.0
2011,Alberta,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,65600.0
2011,Alberta,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,76800.0
2011,Alberta,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,86700.0
2011,Alberta,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,64200.0
2011,Alberta,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,62000.0
2011,Alberta,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,69800.0
2011,Alberta,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,71100.0
2011,Alberta,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,81300.0
2011,Alberta,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,92400.0
2011,Alberta,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,95800.0
2011,Alberta,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,100300.0
2011,Alberta,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,113800.0
2011,Alberta,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,65700.0
2011,Alberta,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,68600.0
2011,Alberta,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,77600.0
2011,Alberta,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,83200.0
2011,Alberta,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,83700.0
2011,Alberta,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,83600.0
2011,Alberta,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,95100.0
2011,Alberta,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,102200.0
2011,Alberta,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,91100.0
2011,Alberta,Professional degree,"Total, field of study",Graduates reporting employment income,97900.0
2011,Alberta,Professional degree,"Total, field of study",Graduates reporting employment income,114200.0
2011,Alberta,Professional degree,"Total, field of study",Graduates reporting employment income,112600.0
2011,Alberta,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,92600.0
2011,Alberta,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,117600.0
2011,Alberta,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,138800.0
2011,Alberta,Professional degree,Health and related fields [10],Graduates reporting employment income,118000.0
2011,Alberta,Professional degree,Health and related fields [10],Graduates reporting employment income,106900.0
2011,Alberta,Professional degree,Health and related fields [10],Graduates reporting employment income,92400.0
2011,Alberta,Master's degree,"Total, field of study",Graduates reporting employment income,91900.0
2011,Alberta,Master's degree,"Total, field of study",Graduates reporting employment income,96700.0
2011,Alberta,Master's degree,"Total, field of study",Graduates reporting employment income,96500.0
2011,Alberta,Master's degree,Education [1],Graduates reporting employment income,106700.0
2011,Alberta,Master's degree,Education [1],Graduates reporting employment income,108900.0
2011,Alberta,Master's degree,Education [1],Graduates reporting employment income,103000.0
2011,Alberta,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,31800.0
2011,Alberta,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,50100.0
2011,Alberta,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,53700.0
2011,Alberta,Master's degree,Humanities [3],Graduates reporting employment income,39400.0
2011,Alberta,Master's degree,Humanities [3],Graduates reporting employment income,40200.0
2011,Alberta,Master's degree,Humanities [3],Graduates reporting employment income,46800.0
2011,Alberta,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,75200.0
2011,Alberta,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,84100.0
2011,Alberta,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,81800.0
2011,Alberta,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,116400.0
2011,Alberta,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,123100.0
2011,Alberta,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,115000.0
2011,Alberta,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,77000.0
2011,Alberta,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,72900.0
2011,Alberta,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,94100.0
2011,Alberta,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,76300.0
2011,Alberta,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,88600.0
2011,Alberta,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,90200.0
2011,Alberta,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,95900.0
2011,Alberta,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,91600.0
2011,Alberta,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,97100.0
2011,Alberta,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,80100.0
2011,Alberta,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,99200.0
2011,Alberta,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,98400.0
2011,Alberta,Master's degree,Health and related fields [10],Graduates reporting employment income,87100.0
2011,Alberta,Master's degree,Health and related fields [10],Graduates reporting employment income,88900.0
2011,Alberta,Master's degree,Health and related fields [10],Graduates reporting employment income,89500.0
2011,Alberta,Doctoral degree,"Total, field of study",Graduates reporting employment income,74900.0
2011,Alberta,Doctoral degree,"Total, field of study",Graduates reporting employment income,96800.0
2011,Alberta,Doctoral degree,"Total, field of study",Graduates reporting employment income,106300.0
2011,Alberta,Doctoral degree,Education [1],Graduates reporting employment income,117900.0
2011,Alberta,Doctoral degree,Education [1],Graduates reporting employment income,104800.0
2011,Alberta,Doctoral degree,Education [1],Graduates reporting employment income,101900.0
2011,Alberta,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,76300.0
2011,Alberta,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,92900.0
2011,Alberta,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,102100.0
2011,Alberta,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,46900.0
2011,Alberta,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,75400.0
2011,Alberta,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,98100.0
2011,Alberta,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,91600.0
2011,Alberta,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,102800.0
2011,Alberta,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,129600.0
2011,Alberta,Doctoral degree,Health and related fields [10],Graduates reporting employment income,92200.0
2011,Alberta,Doctoral degree,Health and related fields [10],Graduates reporting employment income,113000.0
2011,Alberta,Doctoral degree,Health and related fields [10],Graduates reporting employment income,112200.0
2011,British Columbia,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,46500.0
2011,British Columbia,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,54300.0
2011,British Columbia,"Career, technical or professional training diploma","Total, field of study",Graduates reporting employment income,60900.0
2011,British Columbia,"Career, technical or professional training diploma",Education [1],Graduates reporting employment income,70200.0
2011,British Columbia,"Career, technical or professional training diploma",Education [1],Graduates reporting employment income,74400.0
2011,British Columbia,"Career, technical or professional training diploma",Education [1],Graduates reporting employment income,67900.0
2011,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,29500.0
2011,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,38100.0
2011,British Columbia,"Career, technical or professional training diploma","Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,39600.0
2011,British Columbia,"Career, technical or professional training diploma",Humanities [3],Graduates reporting employment income,34900.0
2011,British Columbia,"Career, technical or professional training diploma",Humanities [3],Graduates reporting employment income,44600.0
2011,British Columbia,"Career, technical or professional training diploma",Humanities [3],Graduates reporting employment income,47200.0
2011,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,39000.0
2011,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,43500.0
2011,British Columbia,"Career, technical or professional training diploma",Social and behavioural sciences and law [4],Graduates reporting employment income,50500.0
2011,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,40900.0
2011,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,48200.0
2011,British Columbia,"Career, technical or professional training diploma","Business, management and public administration [5]",Graduates reporting employment income,53600.0
2011,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,48800.0
2011,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,57300.0
2011,British Columbia,"Career, technical or professional training diploma","Mathematics, computer and information sciences [7]",Graduates reporting employment income,63100.0
2011,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,56100.0
2011,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,67200.0
2011,British Columbia,"Career, technical or professional training diploma","Architecture, engineering, and related technologies [8]",Graduates reporting employment income,80700.0
2011,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,42700.0
2011,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,56700.0
2011,British Columbia,"Career, technical or professional training diploma","Agriculture, natural resources and conservation [9]",Graduates reporting employment income,69700.0
2011,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,60700.0
2011,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,62700.0
2011,British Columbia,"Career, technical or professional training diploma",Health and related fields [10],Graduates reporting employment income,66700.0
2011,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,43000.0
2011,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,53800.0
2011,British Columbia,"Career, technical or professional training diploma","Personal, protective and transportation services [11]",Graduates reporting employment income,68700.0
2011,British Columbia,Undergraduate degree,"Total, field of study",Graduates reporting employment income,51100.0
2011,British Columbia,Undergraduate degree,"Total, field of study",Graduates reporting employment income,61400.0
2011,British Columbia,Undergraduate degree,"Total, field of study",Graduates reporting employment income,73000.0
2011,British Columbia,Undergraduate degree,Education [1],Graduates reporting employment income,49400.0
2011,British Columbia,Undergraduate degree,Education [1],Graduates reporting employment income,56400.0
2011,British Columbia,Undergraduate degree,Education [1],Graduates reporting employment income,68000.0
2011,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,28100.0
2011,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,35700.0
2011,British Columbia,Undergraduate degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,44800.0
2011,British Columbia,Undergraduate degree,Humanities [3],Graduates reporting employment income,36600.0
2011,British Columbia,Undergraduate degree,Humanities [3],Graduates reporting employment income,48700.0
2011,British Columbia,Undergraduate degree,Humanities [3],Graduates reporting employment income,57400.0
2011,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,43000.0
2011,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,51900.0
2011,British Columbia,Undergraduate degree,Social and behavioural sciences and law [4],Graduates reporting employment income,61700.0
2011,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,51600.0
2011,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,65500.0
2011,British Columbia,Undergraduate degree,"Business, management and public administration [5]",Graduates reporting employment income,79200.0
2011,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,44400.0
2011,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,53900.0
2011,British Columbia,Undergraduate degree,Physical and life sciences and technologies [6],Graduates reporting employment income,68800.0
2011,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,61800.0
2011,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,80100.0
2011,British Columbia,Undergraduate degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,96100.0
2011,British Columbia,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,75400.0
2011,British Columbia,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,85100.0
2011,British Columbia,Undergraduate degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,106000.0
2011,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,64100.0
2011,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,69100.0
2011,British Columbia,Undergraduate degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,82000.0
2011,British Columbia,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,74100.0
2011,British Columbia,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,77600.0
2011,British Columbia,Undergraduate degree,Health and related fields [10],Graduates reporting employment income,80500.0
2011,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,52400.0
2011,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,60900.0
2011,British Columbia,Undergraduate degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,65700.0
2011,British Columbia,Professional degree,"Total, field of study",Graduates reporting employment income,94000.0
2011,British Columbia,Professional degree,"Total, field of study",Graduates reporting employment income,106100.0
2011,British Columbia,Professional degree,"Total, field of study",Graduates reporting employment income,109400.0
2011,British Columbia,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,84900.0
2011,British Columbia,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,112100.0
2011,British Columbia,Professional degree,Social and behavioural sciences and law [4],Graduates reporting employment income,123900.0
2011,British Columbia,Professional degree,Health and related fields [10],Graduates reporting employment income,98200.0
2011,British Columbia,Professional degree,Health and related fields [10],Graduates reporting employment income,101300.0
2011,British Columbia,Professional degree,Health and related fields [10],Graduates reporting employment income,95000.0
2011,British Columbia,Master's degree,"Total, field of study",Graduates reporting employment income,79400.0
2011,British Columbia,Master's degree,"Total, field of study",Graduates reporting employment income,86300.0
2011,British Columbia,Master's degree,"Total, field of study",Graduates reporting employment income,94500.0
2011,British Columbia,Master's degree,Education [1],Graduates reporting employment income,88700.0
2011,British Columbia,Master's degree,Education [1],Graduates reporting employment income,94700.0
2011,British Columbia,Master's degree,Education [1],Graduates reporting employment income,96700.0
2011,British Columbia,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,38500.0
2011,British Columbia,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,41600.0
2011,British Columbia,Master's degree,"Visual and performing arts, and communications technologies [2]",Graduates reporting employment income,52200.0
2011,British Columbia,Master's degree,Humanities [3],Graduates reporting employment income,48700.0
2011,British Columbia,Master's degree,Humanities [3],Graduates reporting employment income,49200.0
2011,British Columbia,Master's degree,Humanities [3],Graduates reporting employment income,41200.0
2011,British Columbia,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,61100.0
2011,British Columbia,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,73700.0
2011,British Columbia,Master's degree,Social and behavioural sciences and law [4],Graduates reporting employment income,84000.0
2011,British Columbia,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,89200.0
2011,British Columbia,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,97500.0
2011,British Columbia,Master's degree,"Business, management and public administration [5]",Graduates reporting employment income,103200.0
2011,British Columbia,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,60100.0
2011,British Columbia,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,68200.0
2011,British Columbia,Master's degree,Physical and life sciences and technologies [6],Graduates reporting employment income,87500.0
2011,British Columbia,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,67500.0
2011,British Columbia,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,79300.0
2011,British Columbia,Master's degree,"Mathematics, computer and information sciences [7]",Graduates reporting employment income,93800.0
2011,British Columbia,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,76100.0
2011,British Columbia,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,84600.0
2011,British Columbia,Master's degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,105200.0
2011,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,71000.0
2011,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,79400.0
2011,British Columbia,Master's degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,89100.0
2011,British Columbia,Master's degree,Health and related fields [10],Graduates reporting employment income,79000.0
2011,British Columbia,Master's degree,Health and related fields [10],Graduates reporting employment income,83700.0
2011,British Columbia,Master's degree,Health and related fields [10],Graduates reporting employment income,90300.0
2011,British Columbia,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,109300.0
2011,British Columbia,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,104200.0
2011,British Columbia,Master's degree,"Personal, protective and transportation services [11]",Graduates reporting employment income,106800.0
2011,British Columbia,Doctoral degree,"Total, field of study",Graduates reporting employment income,78400.0
2011,British Columbia,Doctoral degree,"Total, field of study",Graduates reporting employment income,92600.0
2011,British Columbia,Doctoral degree,"Total, field of study",Graduates reporting employment income,110400.0
2011,British Columbia,Doctoral degree,Education [1],Graduates reporting employment income,96400.0
2011,British Columbia,Doctoral degree,Education [1],Graduates reporting employment income,103700.0
2011,British Columbia,Doctoral degree,Education [1],Graduates reporting employment income,92700.0
2011,British Columbia,Doctoral degree,Humanities [3],Graduates reporting employment income,51700.0
2011,British Columbia,Doctoral degree,Humanities [3],Graduates reporting employment income,77700.0
2011,British Columbia,Doctoral degree,Humanities [3],Graduates reporting employment income,83100.0
2011,British Columbia,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,85500.0
2011,British Columbia,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,95500.0
2011,British Columbia,Doctoral degree,Social and behavioural sciences and law [4],Graduates reporting employment income,115300.0
2011,British Columbia,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,55700.0
2011,British Columbia,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,86700.0
2011,British Columbia,Doctoral degree,Physical and life sciences and technologies [6],Graduates reporting employment income,111000.0
2011,British Columbia,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,95500.0
2011,British Columbia,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,115800.0
2011,British Columbia,Doctoral degree,"Architecture, engineering, and related technologies [8]",Graduates reporting employment income,137900.0
2011,British Columbia,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,72700.0
2011,British Columbia,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,87700.0
2011,British Columbia,Doctoral degree,"Agriculture, natural resources and conservation [9]",Graduates reporting employment income,99900.0
